Name,Handle,Timestamp,Verified,text,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-25T19:50:26.000Z,False,I told him about how we're currently building WorqHat as a workspace where businesses can build internal apps & workflows. WorqHat brings all their fragmented data to one place reducing the use of shared spreadsheets or single-use SaaS to manage their business operations.,1,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1562890163336138754,tweet_id:1562890163336138754
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-25T19:50:27.000Z,False,"He is excited about what we are working on. If this excites you as well, send me a DM or visit us at https://worqhat.com#worqhat #internaltools #automation #workflows #business #data #opportunities #nocodelowcode #nocodeplatform",0,0,1,0,"['#worqhat', '#internaltools', '#automation', '#workflows', '#business', '#data', '#opportunities', '#nocodelowcode', '#nocodeplatform']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1562890165466832899,tweet_id:1562890165466832899
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-22T20:10:37.000Z,False,"Orphaned Subcollections  in Firestore  (A thread):
 
Ever tried to put your cat in the microwave? It's not a good idea, OK? Try doing it, and Catto will come out screaming and angry and bite you with those needle-sharp teeth. That's what I'm talking about when I say ""orphaned.""",1,1,0,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1561808078622048256,tweet_id:1561808078622048256
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-22T20:10:38.000Z,False,Orphaned sub-collections are collections that live inside other collections. Deleting a document's data without deleting its sub-collections is like deleting the document without deleting its children.,1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1561808080710815744,tweet_id:1561808080710815744
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-22T20:10:38.000Z,False,"This means you can no longer query the document and you lose track of its sub-collections. Make sure to delete those before you delete the parent collection!

Cheerss !! Happy Coding!!!#firebase #firestore #GoogleCloud #javascript #Coding #beginners #programmers",0,0,0,0,"['#firebase', '#firestore', '#GoogleCloud', '#javascript', '#Coding', '#beginners', '#programmers']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1561808082636009472,tweet_id:1561808082636009472
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-15T10:58:43.000Z,False,Understanding blockchains and cryptocurrency such as Bitcoin is much more easier to understand when you understand how basic cryptographic hash functions work...,0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1559132473958621184,tweet_id:1559132473958621184
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-07T15:36:34.000Z,False,Proud of how we are making Digitisation and Automation accessible to every Organisation in the Country....#startups #startupindia #enterprises #NoCode #lowcode #automations #worqhat,0,0,1,0,"['#startups', '#startupindia', '#enterprises', '#NoCode', '#lowcode', '#automations', '#worqhat']",[],"['\\U0001f927', '\\U0001f927', '\\U0001f3e2', '\\U0001f3e2']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1556303293369880577,tweet_id:1556303293369880577
Ramen,@CoconutShawarma,2022-07-31T18:15:52.000Z,True,1998-2002 borns are elite.,168,516,2.7K,0,[],[],[],https://pbs.twimg.com/profile_images/1568390890758221825/X1cUUNA-_x96.jpg,https://twitter.com/CoconutShawarma/status/1553806667845775361,tweet_id:1553806667845775361
Sagnik Ghosh,@sagnik_ghosh_11,2022-07-19T12:49:12.000Z,False,Just realised that most of us engineers have literally ZERO social skills,0,0,2,0,[],[],"['\\U0001f972', '\\U0001f972', '\\U0001f972']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1549375805968420865,tweet_id:1549375805968420865
Sagnik Ghosh,@sagnik_ghosh_11,2022-05-31T13:31:09.000Z,False,"Can successful founders afford to be “nice guys”?
I’m not sure if this is unpopular, but it’s definitely common: a lot of startup founders I know think that layoffs are necessary for the survival of their company.

Here's a thread on my take about it :)",1,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1531629356594122752,tweet_id:1531629356594122752
Sagnik Ghosh,@sagnik_ghosh_11,2022-05-31T13:31:11.000Z,False,"Simon Sinek in his book ""Leaders eat last"" writes that “the true price of leadership is the willingness to place the needs of others above your own.”

Being kind is a choice, and it's also a good one.

You can be successful and kind—they're not mutually exclusive!",1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1531629363179196416,tweet_id:1531629363179196416
Sagnik Ghosh,@sagnik_ghosh_11,2022-05-31T13:31:11.000Z,False,"#startups are hard, but kindness isn't. Never let anyone believe that “growth at all costs” is a good thing.",0,0,1,0,['#startups'],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1531629365146324993,tweet_id:1531629365146324993
Sagnik Ghosh,@sagnik_ghosh_11,2022-05-31T13:31:10.000Z,False,To fire someone who's been part of the team from the beginning is heartbreaking for everyone involved. It's especially tough when those people are friends or family members who became part of the company because of their faith in you as an entrepreneur and leader.,1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1531629361123958784,tweet_id:1531629361123958784
WorqHat,@WorqHat,2021-07-29T18:13:06.000Z,False,"Peter said, ""The day before yesterday I was 10, but I will turn 13 in the next year"". Is this possible? How?

Can you figure it out? It’s not that hard.
Let us know your answers in the comment section below. ",0,1,1,0,[],[],"['\\U0001f31f', '\\U0001f447']",https://pbs.twimg.com/profile_images/1613247695455674370/Jb-Nke5r_x96.jpg,https://twitter.com/WorqHat/status/1420809624974811137,tweet_id:1420809624974811137
